sequence_idx,frame_idx,true,predicted,dataset,source
780,6,G#maj,G#maj,AAM,midi
780,7,G#maj,G#maj,AAM,midi
780,8,G#maj,G#maj,AAM,midi
780,9,G#maj,G#maj,AAM,midi
780,10,G#maj,G#maj,AAM,midi
780,11,G#maj,G#maj,AAM,midi
780,12,G#maj,G#maj,AAM,midi
780,13,G#maj,G#maj,AAM,midi
780,14,G#maj,G#maj,AAM,midi
780,15,G#maj,G#maj,AAM,midi
780,16,G#maj,G#maj,AAM,midi
780,17,G#maj,G#maj,AAM,midi
780,18,G#maj,G#maj,AAM,midi
780,19,G#maj,G#maj,AAM,midi
780,20,G#maj,G#maj,AAM,midi
780,21,G#maj,G#maj,AAM,midi
781,0,Cmaj,Cmaj,AAM,midi
781,1,Cmaj,Cmaj,AAM,midi
781,2,Cmaj,Cmaj,AAM,midi
781,3,Cmaj,Cmaj,AAM,midi
781,4,Cmaj,Cmaj,AAM,midi
781,5,Cmaj,Cmaj,AAM,midi
781,6,Cmaj,Cmaj,AAM,midi
781,7,Cmaj,Cmaj,AAM,midi
781,8,Cmaj,Cmaj,AAM,midi
781,9,Cmaj,Cmaj,AAM,midi
781,10,Cmaj,Cmaj,AAM,midi
781,11,Cmaj,Cmaj,AAM,midi
781,12,Cmaj,Cmaj,AAM,midi
781,13,Cmaj,Cmaj,AAM,midi
781,14,Cmaj,Cmaj,AAM,midi
781,15,Cmaj,Cmaj,AAM,midi
781,16,Cmaj,Cmaj,AAM,midi
781,17,Cmaj,Cmaj,AAM,midi
781,18,Cmaj,Cmaj,AAM,midi
781,19,Cmaj,Cmaj,AAM,midi
781,20,Cmaj,Cmaj,AAM,midi
781,21,Cmaj,Cmaj,AAM,midi
782,0,Amin,Amin,AAM,midi
782,1,Amin,Amin,AAM,midi
782,2,Amin,Amin,AAM,midi
782,3,Amin,Amin,AAM,midi
782,4,Amaj,Amaj,AAM,midi
782,5,Amaj,Amaj,AAM,midi
782,6,Amaj,Amaj,AAM,midi
782,7,Amaj,Amaj,AAM,midi
782,8,Amaj,Amaj,AAM,midi
782,9,Amaj,Amaj,AAM,midi
782,10,Amaj,Amaj,AAM,midi
782,11,Amaj,Amaj,AAM,midi
782,12,Amaj,Amaj,AAM,midi
782,13,Amaj,Amaj,AAM,midi
782,14,Amaj,Amaj,AAM,midi
782,15,Amaj,Amaj,AAM,midi
782,16,Amaj,Amaj,AAM,midi
782,17,Amaj,Amaj,AAM,midi
782,18,Amaj,Amaj,AAM,midi
782,19,Amaj,Amaj,AAM,midi
782,20,Amaj,Amaj,AAM,midi
782,21,Amaj,Amaj,AAM,midi
783,0,Bmaj,Bmaj,AAM,midi
783,1,Bmaj,Bmaj,AAM,midi
783,2,Bmaj,Bmaj,AAM,midi
783,3,Bmaj,Bmaj,AAM,midi
783,4,Bmaj,Bmaj,AAM,midi
783,5,Bmaj,Bmaj,AAM,midi
783,6,Bmaj,Bmaj,AAM,midi
783,7,Bmaj,Bmaj,AAM,midi
783,8,Bmaj,Bmaj,AAM,midi
783,9,Bmaj,Bmaj,AAM,midi
783,10,Bmaj,Bmaj,AAM,midi
783,11,Bmaj,Bmaj,AAM,midi
783,12,Bmaj,Bmaj,AAM,midi
783,13,Bmaj,Bmaj,AAM,midi
783,14,Bmaj,Bmaj,AAM,midi
783,15,Bmaj,Bmaj,AAM,midi
783,16,Bmaj,Bmaj,AAM,midi
783,17,Bmaj,Bmaj,AAM,midi
783,18,Bmaj,Bmaj,AAM,midi
783,19,Bmaj,Bmaj,AAM,midi
783,20,G#min,G#min,AAM,midi
783,21,G#min,G#min,AAM,midi
784,0,Amin,Fmaj,AAM,midi
784,1,Amin,Fmaj,AAM,midi
784,2,Amin,Fmaj,AAM,midi
784,3,Amin,Amin,AAM,midi
784,4,Amin,G#maj,AAM,midi
784,5,Amin,Cmaj,AAM,midi
784,6,Amin,Cmaj,AAM,midi
784,7,Amin,Amin,AAM,midi
784,8,Amin,Cmaj,AAM,midi
784,9,Amin,Amin,AAM,midi
784,10,Amin,Cmaj,AAM,midi
784,11,Amin,Amaj,AAM,midi
784,12,Amin,Amaj,AAM,midi
784,13,Amin,Amaj,AAM,midi
784,14,Amin,Amaj,AAM,midi
784,15,Amin,Amaj,AAM,midi
784,16,Dmaj,Amaj,AAM,midi
784,17,Dmaj,Dmaj,AAM,midi
784,18,Dmaj,Dmaj,AAM,midi
784,19,Dmaj,Dmaj,AAM,midi
784,20,Dmaj,Amaj,AAM,midi
784,21,Dmaj,Dmaj,AAM,midi
785,0,Bmin,Bmin,AAM,midi
785,1,Bmin,Bmin,AAM,midi
785,2,Bmin,Bmin,AAM,midi
785,3,Bmin,Bmin,AAM,midi
785,4,Bmin,Bmin,AAM,midi
785,5,Bmin,Bmin,AAM,midi
785,6,Bmin,Bmin,AAM,midi
785,7,Bmin,Bmin,AAM,midi
785,8,Bmin,Bmin,AAM,midi
785,9,Bmin,Bmin,AAM,midi
785,10,Bmin,Bmin,AAM,midi
785,11,Bmin,Bmin,AAM,midi
785,12,Bmin,Bmin,AAM,midi
785,13,Amaj,Amaj,AAM,midi
785,14,Amaj,Amaj,AAM,midi
785,15,Amaj,Amaj,AAM,midi
785,16,Amaj,Amaj,AAM,midi
785,17,Amaj,Amaj,AAM,midi
785,18,Amaj,Amaj,AAM,midi
785,19,Amaj,Amaj,AAM,midi
785,20,Amaj,Amaj,AAM,midi
785,21,Amaj,Amaj,AAM,midi
786,0,F#min,F#min,AAM,midi
786,1,F#min,F#min,AAM,midi
786,2,F#min,F#min,AAM,midi
786,3,F#min,F#min,AAM,midi
786,4,F#min,F#min,AAM,midi
786,5,F#min,F#min,AAM,midi
786,6,F#min,F#min,AAM,midi
786,7,F#min,F#min,AAM,midi
786,8,F#min,F#min,AAM,midi
786,9,F#min,F#min,AAM,midi
786,10,F#min,F#min,AAM,midi
786,11,F#min,F#min,AAM,midi
786,12,F#min,F#min,AAM,midi
786,13,F#min,F#min,AAM,midi
786,14,F#min,F#min,AAM,midi
786,15,F#min,F#min,AAM,midi
786,16,F#min,F#min,AAM,midi
786,17,F#min,F#min,AAM,midi
786,18,F#min,F#min,AAM,midi
786,19,F#min,F#min,AAM,midi
786,20,F#min,F#min,AAM,midi
786,21,F#min,F#min,AAM,midi
787,0,G#min,G#min,AAM,midi
787,1,G#min,G#min,AAM,midi
787,2,G#min,G#min,AAM,midi
787,3,G#min,G#min,AAM,midi
787,4,G#min,G#min,AAM,midi
787,5,G#min,G#min,AAM,midi
787,6,F#min,F#min,AAM,midi
787,7,F#min,F#min,AAM,midi
787,8,F#min,F#min,AAM,midi
787,9,F#min,F#min,AAM,midi
787,10,F#min,F#min,AAM,midi
787,11,F#min,F#min,AAM,midi
787,12,F#min,F#min,AAM,midi
787,13,F#min,F#min,AAM,midi
787,14,F#min,F#min,AAM,midi
787,15,F#min,F#min,AAM,midi
787,16,F#min,F#min,AAM,midi
787,17,F#min,F#min,AAM,midi
787,18,F#min,F#min,AAM,midi
787,19,F#min,F#min,AAM,midi
787,20,F#min,F#min,AAM,midi
787,21,F#min,F#min,AAM,midi
788,0,Fmaj,Fmaj,AAM,midi
788,1,Fmaj,Fmaj,AAM,midi
788,2,Fmaj,Fmaj,AAM,midi
788,3,Fmaj,Dmin,AAM,midi
788,4,Fmaj,Dmin,AAM,midi
788,5,Fmaj,Fmaj,AAM,midi
788,6,Fmaj,Fmaj,AAM,midi
788,7,Fmaj,Fmaj,AAM,midi
788,8,Fmaj,Fmaj,AAM,midi
788,9,Fmaj,Fmaj,AAM,midi
788,10,Fmaj,Dmaj,AAM,midi
788,11,Fmaj,Amaj,AAM,midi
788,12,Fmaj,Dmin,AAM,midi
788,13,Fmaj,Fmaj,AAM,midi
788,14,Fmaj,Fmaj,AAM,midi
788,15,Fmaj,Dmin,AAM,midi
788,16,Fmaj,Dmin,AAM,midi
788,17,Fmaj,Dmin,AAM,midi
788,18,Fmaj,Fmin,AAM,midi
788,19,Fmaj,A#min,AAM,midi
788,20,Fmaj,Fmin,AAM,midi
788,21,Fmaj,A#min,AAM,midi
789,0,A#maj,A#maj,AAM,midi
789,1,A#maj,A#maj,AAM,midi
789,2,A#maj,A#min,AAM,midi
789,3,A#maj,A#min,AAM,midi
789,4,A#maj,A#maj,AAM,midi
789,5,A#maj,A#maj,AAM,midi
789,6,A#maj,Fmin,AAM,midi
789,7,A#maj,Fmaj,AAM,midi
789,8,A#maj,Fmaj,AAM,midi
789,9,A#maj,Dmin,AAM,midi
789,10,D#maj,Gmin,AAM,midi
789,11,D#maj,Gmin,AAM,midi
789,12,D#maj,Gmin,AAM,midi
789,13,D#maj,Gmin,AAM,midi
789,14,D#maj,Gmin,AAM,midi
789,15,D#maj,Gmin,AAM,midi
789,16,D#maj,Gmin,AAM,midi
789,17,D#maj,D#maj,AAM,midi
789,18,D#maj,Gmin,AAM,midi
789,19,D#maj,Gmin,AAM,midi
789,20,D#maj,Gmin,AAM,midi
789,21,D#maj,Cmaj,AAM,midi
790,0,F#min,F#min,AAM,midi
790,1,F#min,F#min,AAM,midi
790,2,F#min,F#min,AAM,midi
790,3,Emaj,Emaj,AAM,midi
790,4,Emaj,Emaj,AAM,midi
790,5,Emaj,Emaj,AAM,midi
790,6,Emaj,Emaj,AAM,midi
790,7,Emaj,Emaj,AAM,midi
790,8,Emaj,Emaj,AAM,midi
790,9,Emaj,Emaj,AAM,midi
790,10,Emaj,Emaj,AAM,midi
790,11,Emaj,Emaj,AAM,midi
790,12,Emaj,Emaj,AAM,midi
790,13,Emaj,Emaj,AAM,midi
790,14,Emaj,Emaj,AAM,midi
790,15,Emaj,Emaj,AAM,midi
790,16,Emaj,Emaj,AAM,midi
790,17,Emaj,Emaj,AAM,midi
790,18,C#min,C#min,AAM,midi
790,19,C#min,C#min,AAM,midi
790,20,C#min,C#min,AAM,midi
790,21,C#min,C#min,AAM,midi
791,0,G#min,G#min,AAM,midi
791,1,G#min,G#min,AAM,midi
791,2,G#min,G#min,AAM,midi
791,3,G#min,G#min,AAM,midi
791,4,G#min,G#min,AAM,midi
791,5,G#min,G#min,AAM,midi
791,6,G#min,G#min,AAM,midi
791,7,G#min,G#min,AAM,midi
791,8,G#min,G#min,AAM,midi
791,9,G#min,G#min,AAM,midi
791,10,G#min,G#min,AAM,midi
791,11,G#min,G#min,AAM,midi
791,12,G#min,G#min,AAM,midi
791,13,G#min,G#min,AAM,midi
791,14,G#min,G#min,AAM,midi
791,15,G#min,G#min,AAM,midi
791,16,G#min,G#min,AAM,midi
791,17,G#min,G#min,AAM,midi
791,18,G#min,G#min,AAM,midi
791,19,G#min,G#min,AAM,midi
791,20,G#min,G#min,AAM,midi
791,21,G#min,G#min,AAM,midi
792,0,D#maj,Gmin,AAM,midi
792,1,D#maj,Gmin,AAM,midi
792,2,D#maj,Gmin,AAM,midi
792,3,D#maj,D#maj,AAM,midi
792,4,D#maj,Gmin,AAM,midi
792,5,D#maj,Gmin,AAM,midi
792,6,D#maj,D#maj,AAM,midi
792,7,D#maj,D#maj,AAM,midi
792,8,D#maj,Cmin,AAM,midi
792,9,D#maj,Cmin,AAM,midi
792,10,D#maj,Cmin,AAM,midi
792,11,D#maj,Cmin,AAM,midi
792,12,D#maj,G#maj,AAM,midi
792,13,D#maj,Cmin,AAM,midi
792,14,Cmin,Cmin,AAM,midi
792,15,Cmin,D#maj,AAM,midi
792,16,Cmin,Cmin,AAM,midi
792,17,Cmin,Cmin,AAM,midi
792,18,Cmin,Cmin,AAM,midi
792,19,Cmin,Cmaj,AAM,midi
792,20,Cmin,Cmin,AAM,midi
792,21,Cmin,Gmaj,AAM,midi
793,0,F#maj,F#maj,AAM,midi
793,1,F#maj,F#maj,AAM,midi
793,2,F#maj,F#maj,AAM,midi
793,3,F#maj,F#maj,AAM,midi
793,4,F#maj,F#maj,AAM,midi
793,5,F#maj,F#maj,AAM,midi
793,6,F#maj,F#maj,AAM,midi
793,7,F#maj,F#maj,AAM,midi
793,8,F#maj,F#maj,AAM,midi
793,9,F#maj,F#maj,AAM,midi
793,10,F#maj,F#maj,AAM,midi
793,11,F#maj,F#maj,AAM,midi
793,12,F#maj,F#maj,AAM,midi
793,13,F#maj,F#maj,AAM,midi
793,14,F#maj,F#maj,AAM,midi
793,15,F#maj,F#maj,AAM,midi
793,16,F#maj,F#maj,AAM,midi
793,17,F#maj,F#maj,AAM,midi
793,18,F#maj,F#maj,AAM,midi
793,19,F#maj,F#maj,AAM,midi
793,20,F#maj,F#maj,AAM,midi
793,21,F#maj,F#maj,AAM,midi
794,0,Fmaj,Fmaj,AAM,midi
794,1,Fmaj,Fmaj,AAM,midi
794,2,Fmaj,Fmaj,AAM,midi
794,3,Fmaj,Fmaj,AAM,midi
794,4,Fmaj,Fmaj,AAM,midi
794,5,Fmaj,Fmaj,AAM,midi
794,6,Fmaj,Fmaj,AAM,midi
794,7,Fmaj,Fmaj,AAM,midi
794,8,Fmaj,Fmaj,AAM,midi
794,9,Fmaj,Fmaj,AAM,midi
794,10,Fmaj,Fmaj,AAM,midi
794,11,Fmaj,Fmaj,AAM,midi
794,12,Fmaj,Fmaj,AAM,midi
794,13,Fmaj,Fmaj,AAM,midi
794,14,Fmaj,Fmaj,AAM,midi
794,15,Fmaj,Fmaj,AAM,midi
794,16,Fmaj,Fmaj,AAM,midi
794,17,Fmaj,Fmaj,AAM,midi
794,18,Fmaj,Fmaj,AAM,midi
794,19,Fmaj,Fmaj,AAM,midi
794,20,A#maj,A#maj,AAM,midi
794,21,A#maj,A#maj,AAM,midi
795,0,Cmaj,Cmaj,AAM,midi
795,1,Cmaj,Cmaj,AAM,midi
795,2,Cmaj,Cmaj,AAM,midi
795,3,Cmaj,Cmaj,AAM,midi
795,4,Cmaj,Cmaj,AAM,midi
795,5,Cmaj,Amaj,AAM,midi
795,6,Cmaj,Amaj,AAM,midi
795,7,Cmaj,Cmaj,AAM,midi
795,8,Cmaj,Cmaj,AAM,midi
795,9,Cmaj,Cmaj,AAM,midi
795,10,Cmaj,Cmaj,AAM,midi
795,11,Cmaj,Cmaj,AAM,midi
795,12,Cmaj,Cmaj,AAM,midi
795,13,Cmaj,Cmaj,AAM,midi
795,14,Cmaj,Cmaj,AAM,midi
795,15,Cmaj,Cmaj,AAM,midi
795,16,Cmaj,Cmin,AAM,midi
795,17,Cmaj,Cmin,AAM,midi
795,18,Cmaj,Cmaj,AAM,midi
795,19,Cmaj,Cmaj,AAM,midi
795,20,Cmaj,Cmin,AAM,midi
795,21,Cmaj,G#maj,AAM,midi
796,0,F#min,F#min,AAM,midi
796,1,F#min,F#min,AAM,midi
796,2,F#min,F#min,AAM,midi
796,3,F#min,F#min,AAM,midi
796,4,F#min,F#min,AAM,midi
796,5,F#min,F#min,AAM,midi
796,6,F#min,F#min,AAM,midi
796,7,F#min,F#min,AAM,midi
796,8,F#min,F#min,AAM,midi
796,9,F#min,F#min,AAM,midi
796,10,F#min,F#min,AAM,midi
796,11,F#min,F#min,AAM,midi
796,12,F#min,F#min,AAM,midi
796,13,F#min,F#min,AAM,midi
796,14,F#min,F#min,AAM,midi
796,15,F#min,F#min,AAM,midi
796,16,F#min,F#min,AAM,midi
796,17,F#min,F#min,AAM,midi
796,18,F#min,F#min,AAM,midi
796,19,F#min,F#min,AAM,midi
796,20,F#min,F#min,AAM,midi
796,21,F#min,F#min,AAM,midi
797,0,G#maj,G#maj,AAM,midi
797,1,G#maj,G#maj,AAM,midi
797,2,G#maj,G#maj,AAM,midi
797,3,G#maj,G#maj,AAM,midi
797,4,G#maj,G#maj,AAM,midi
797,5,G#maj,G#maj,AAM,midi
797,6,G#maj,G#maj,AAM,midi
797,7,G#maj,G#maj,AAM,midi
797,8,G#maj,G#maj,AAM,midi
797,9,G#maj,G#maj,AAM,midi
797,10,G#maj,G#maj,AAM,midi
797,11,G#maj,G#maj,AAM,midi
797,12,G#maj,G#maj,AAM,midi
797,13,G#maj,G#maj,AAM,midi
797,14,G#maj,G#maj,AAM,midi
797,15,G#maj,G#maj,AAM,midi
797,16,Gmin,Gmin,AAM,midi
797,17,Gmin,Gmin,AAM,midi
797,18,Gmin,Gmin,AAM,midi
797,19,Gmin,Gmin,AAM,midi
797,20,Gmin,Gmin,AAM,midi
797,21,Gmin,Gmin,AAM,midi
798,0,Cmaj,Cmaj,AAM,midi
798,1,Cmaj,Cmaj,AAM,midi
798,2,Cmaj,Cmaj,AAM,midi
798,3,Cmaj,Cmaj,AAM,midi
798,4,Cmaj,Cmaj,AAM,midi
798,5,Cmaj,Cmaj,AAM,midi
798,6,Cmaj,Cmaj,AAM,midi
798,7,Amin,Amin,AAM,midi
798,8,Amin,Amin,AAM,midi
798,9,Amin,Amin,AAM,midi
798,10,Amin,Amin,AAM,midi
798,11,Amin,Amin,AAM,midi
798,12,Amin,Amin,AAM,midi
798,13,Amin,Amin,AAM,midi
798,14,Amin,Amin,AAM,midi
798,15,Amin,Amin,AAM,midi
798,16,Amin,Amin,AAM,midi
798,17,Amin,Amin,AAM,midi
798,18,Amin,Amin,AAM,midi
798,19,Amin,Amin,AAM,midi
798,20,Amin,Amin,AAM,midi
798,21,Amin,Amin,AAM,midi
799,0,C#maj,C#maj,AAM,midi
799,1,C#maj,C#maj,AAM,midi
799,2,C#maj,C#maj,AAM,midi
799,3,C#maj,C#maj,AAM,midi
799,4,C#maj,C#maj,AAM,midi
799,5,C#maj,C#maj,AAM,midi
799,6,C#maj,C#maj,AAM,midi
799,7,C#maj,C#maj,AAM,midi
799,8,C#maj,C#maj,AAM,midi
799,9,C#maj,C#maj,AAM,midi
799,10,C#maj,C#maj,AAM,midi
799,11,C#maj,C#maj,AAM,midi
799,12,C#maj,C#maj,AAM,midi
799,13,C#maj,C#maj,AAM,midi
799,14,C#maj,C#maj,AAM,midi
799,15,C#maj,C#maj,AAM,midi
799,16,C#maj,C#maj,AAM,midi
799,17,C#maj,C#maj,AAM,midi
799,18,C#maj,C#maj,AAM,midi
799,19,C#maj,C#maj,AAM,midi
799,20,C#maj,C#maj,AAM,midi
799,21,C#maj,C#maj,AAM,midi
800,0,D#min,G#maj,AAM,midi
800,1,D#min,D#min,AAM,midi
800,2,D#min,G#maj,AAM,midi
800,3,D#min,D#min,AAM,midi
800,4,D#min,D#min,AAM,midi
800,5,D#min,D#min,AAM,midi
800,6,D#min,D#min,AAM,midi
800,7,D#min,D#min,AAM,midi
800,8,D#min,D#min,AAM,midi
800,9,D#min,F#maj,AAM,midi
800,10,D#min,F#maj,AAM,midi
800,11,D#min,F#maj,AAM,midi
800,12,D#min,F#maj,AAM,midi
800,13,D#min,F#maj,AAM,midi
800,14,D#min,F#maj,AAM,midi
800,15,D#min,F#maj,AAM,midi
800,16,D#min,F#maj,AAM,midi
800,17,D#min,F#maj,AAM,midi
800,18,D#min,F#maj,AAM,midi
800,19,D#min,F#maj,AAM,midi
800,20,D#min,F#maj,AAM,midi
800,21,D#min,F#maj,AAM,midi
801,0,Dmin,Dmin,AAM,midi
801,1,Dmin,Dmin,AAM,midi
801,2,Dmin,Dmin,AAM,midi
801,3,Dmin,Dmin,AAM,midi
801,4,Dmin,Dmin,AAM,midi
801,5,Dmin,Dmin,AAM,midi
801,6,Dmin,Dmin,AAM,midi
801,7,Dmin,Dmin,AAM,midi
801,8,Dmin,Dmin,AAM,midi
801,9,Dmin,Dmin,AAM,midi
801,10,Dmin,Dmin,AAM,midi
801,11,Dmin,Dmin,AAM,midi
801,12,Dmin,Dmin,AAM,midi
801,13,Dmin,Dmin,AAM,midi
801,14,Dmin,Dmin,AAM,midi
801,15,Dmin,Dmin,AAM,midi
801,16,Dmin,Dmin,AAM,midi
801,17,Dmin,Dmin,AAM,midi
801,18,Dmin,Dmin,AAM,midi
801,19,Dmin,Dmin,AAM,midi
801,20,Dmin,Dmin,AAM,midi
801,21,Dmin,Dmin,AAM,midi
802,0,Fmaj,Fmaj,AAM,midi
802,1,Fmaj,Fmaj,AAM,midi
802,2,Fmaj,Fmaj,AAM,midi
802,3,Fmaj,Fmaj,AAM,midi
802,4,Fmaj,Fmaj,AAM,midi
802,5,Fmaj,Fmaj,AAM,midi
802,6,Fmaj,Fmaj,AAM,midi
802,7,Fmaj,Fmaj,AAM,midi
802,8,Fmaj,Fmaj,AAM,midi
802,9,Fmaj,Fmaj,AAM,midi
802,10,Fmaj,Fmaj,AAM,midi
802,11,Fmaj,Fmaj,AAM,midi
802,12,Fmaj,Fmaj,AAM,midi
802,13,Fmaj,Fmaj,AAM,midi
802,14,Fmaj,Fmaj,AAM,midi
802,15,Fmaj,Fmaj,AAM,midi
802,16,Fmaj,Fmaj,AAM,midi
802,17,Fmaj,Fmaj,AAM,midi
802,18,Fmaj,Fmaj,AAM,midi
802,19,Fmaj,Fmaj,AAM,midi
802,20,Fmaj,Fmaj,AAM,midi
802,21,Fmaj,Fmaj,AAM,midi
803,0,F#maj,F#maj,AAM,midi
803,1,F#maj,F#maj,AAM,midi
803,2,F#maj,F#maj,AAM,midi
803,3,F#maj,F#maj,AAM,midi
803,4,F#maj,F#maj,AAM,midi
803,5,F#maj,F#maj,AAM,midi
803,6,F#maj,F#maj,AAM,midi
803,7,F#maj,F#maj,AAM,midi
803,8,F#maj,F#maj,AAM,midi
803,9,F#maj,F#maj,AAM,midi
803,10,F#maj,F#maj,AAM,midi
803,11,F#maj,F#maj,AAM,midi
803,12,F#maj,F#maj,AAM,midi
803,13,F#maj,F#maj,AAM,midi
803,14,F#maj,F#maj,AAM,midi
803,15,F#maj,F#maj,AAM,midi
803,16,F#maj,F#maj,AAM,midi
803,17,F#maj,F#maj,AAM,midi
803,18,F#maj,F#maj,AAM,midi
803,19,F#maj,F#maj,AAM,midi
803,20,F#maj,F#maj,AAM,midi
803,21,F#maj,F#maj,AAM,midi
804,0,Gmaj,Gmaj,AAM,midi
804,1,Gmaj,Gmaj,AAM,midi
804,2,Gmaj,Gmaj,AAM,midi
804,3,Gmaj,Gmaj,AAM,midi
804,4,Gmaj,Gmaj,AAM,midi
804,5,Gmaj,Gmaj,AAM,midi
804,6,Gmaj,Gmaj,AAM,midi
804,7,Gmaj,Gmaj,AAM,midi
804,8,Gmaj,Gmaj,AAM,midi
804,9,Gmaj,Gmaj,AAM,midi
804,10,Gmaj,Gmaj,AAM,midi
804,11,Gmaj,Gmaj,AAM,midi
804,12,Gmaj,Gmaj,AAM,midi
804,13,Gmaj,Gmaj,AAM,midi
804,14,Gmaj,Gmaj,AAM,midi
804,15,Gmaj,Gmaj,AAM,midi
804,16,Gmaj,Gmaj,AAM,midi
804,17,Gmaj,Gmaj,AAM,midi
804,18,Gmaj,Gmaj,AAM,midi
804,19,Gmaj,Gmaj,AAM,midi
804,20,Gmaj,Gmaj,AAM,midi
804,21,Gmaj,Gmaj,AAM,midi
805,0,Emaj,Emaj,AAM,midi
805,1,Emaj,Emaj,AAM,midi
805,2,Emaj,Emaj,AAM,midi
805,3,Emaj,Emaj,AAM,midi
805,4,Emaj,Emaj,AAM,midi
805,5,Emaj,Emaj,AAM,midi
805,6,Emaj,Emaj,AAM,midi
805,7,Emaj,Emaj,AAM,midi
805,8,Bmaj,Bmaj,AAM,midi
805,9,Bmaj,Bmaj,AAM,midi
805,10,Bmaj,Bmaj,AAM,midi
805,11,Bmaj,Bmaj,AAM,midi
805,12,Bmaj,Bmaj,AAM,midi
805,13,Bmaj,Bmaj,AAM,midi
805,14,Bmaj,Bmaj,AAM,midi
805,15,Bmaj,Bmaj,AAM,midi
805,16,Bmaj,Bmaj,AAM,midi
805,17,Bmaj,Bmaj,AAM,midi
805,18,Bmaj,Bmaj,AAM,midi
805,19,Bmaj,Bmaj,AAM,midi
805,20,Bmaj,Bmaj,AAM,midi
805,21,Bmaj,Bmaj,AAM,midi
806,0,Amin,Amin,AAM,midi
806,1,Amin,Amin,AAM,midi
806,2,Amin,Amin,AAM,midi
806,3,Amin,Amin,AAM,midi
806,4,Amin,Amin,AAM,midi
806,5,Amin,Amin,AAM,midi
806,6,Amin,Amin,AAM,midi
806,7,Amin,Amin,AAM,midi
806,8,Amin,Amin,AAM,midi
806,9,Amin,Amin,AAM,midi
806,10,Amin,Amin,AAM,midi
806,11,Amin,Amin,AAM,midi
806,12,Amin,Amin,AAM,midi
806,13,Amin,Amin,AAM,midi
806,14,Amin,Amin,AAM,midi
806,15,Amin,Amin,AAM,midi
806,16,Amin,Amin,AAM,midi
806,17,Amin,Amin,AAM,midi
806,18,Amin,Amin,AAM,midi
806,19,Amin,Amin,AAM,midi
806,20,Amin,Amin,AAM,midi
806,21,Amin,Amin,AAM,midi
807,0,Emaj,G#min,AAM,midi
807,1,Emaj,Emaj,AAM,midi
807,2,Emaj,Emaj,AAM,midi
807,3,Emaj,Emaj,AAM,midi
807,4,Emaj,Emaj,AAM,midi
807,5,Emaj,Emin,AAM,midi
807,6,Emaj,Emaj,AAM,midi
807,7,Emaj,Emaj,AAM,midi
807,8,Emaj,Emaj,AAM,midi
807,9,Emaj,Emaj,AAM,midi
807,10,Emaj,Emaj,AAM,midi
807,11,Emaj,Emaj,AAM,midi
807,12,Emaj,Emaj,AAM,midi
807,13,Emaj,G#min,AAM,midi
807,14,Emaj,G#min,AAM,midi
807,15,Emaj,Emaj,AAM,midi
807,16,Emaj,Emaj,AAM,midi
807,17,Emaj,Emaj,AAM,midi
807,18,Emaj,C#min,AAM,midi
807,19,Emaj,Emaj,AAM,midi
807,20,Emaj,Emaj,AAM,midi
807,21,Emaj,Cmaj,AAM,midi
808,0,Gmin,Gmaj,AAM,midi
808,1,Gmin,Gmin,AAM,midi
808,2,Gmin,Gmin,AAM,midi
808,3,Gmin,Gmin,AAM,midi
808,4,Gmin,Gmin,AAM,midi
808,5,Gmin,Gmin,AAM,midi
808,6,Gmin,Gmin,AAM,midi
808,7,Gmin,Gmin,AAM,midi
808,8,Gmin,Gmin,AAM,midi
808,9,Gmin,Gmin,AAM,midi
808,10,Gmin,Gmin,AAM,midi
808,11,Gmin,Gmin,AAM,midi
808,12,Gmin,Gmaj,AAM,midi
808,13,Gmin,Gmaj,AAM,midi
808,14,Gmin,Gmaj,AAM,midi
808,15,Gmin,Gmaj,AAM,midi
808,16,Gmin,Gmin,AAM,midi
808,17,Gmin,A#maj,AAM,midi
808,18,Gmin,A#maj,AAM,midi
808,19,Gmin,Gmin,AAM,midi
808,20,Gmin,Gmin,AAM,midi
808,21,Gmin,A#maj,AAM,midi
809,0,Bmaj,G#min,AAM,midi
809,1,Bmaj,Bmaj,AAM,midi
809,2,Bmaj,Bmin,AAM,midi
809,3,Bmaj,Gmaj,AAM,midi
809,4,Bmaj,Emaj,AAM,midi
809,5,Emaj,Emaj,AAM,midi
809,6,Emaj,Emaj,AAM,midi
809,7,Emaj,Emin,AAM,midi
809,8,Emaj,Emaj,AAM,midi
809,9,Emaj,Emaj,AAM,midi
809,10,Emaj,Emaj,AAM,midi
809,11,Emaj,Emaj,AAM,midi
809,12,Emaj,Emaj,AAM,midi
809,13,Emaj,Emaj,AAM,midi
809,14,Emaj,Emaj,AAM,midi
809,15,Emaj,Emaj,AAM,midi
809,16,Emaj,Emaj,AAM,midi
809,17,Emaj,Emaj,AAM,midi
809,18,Emaj,Emaj,AAM,midi
809,19,Emaj,Emaj,AAM,midi
809,20,Emaj,Emaj,AAM,midi
809,21,Emaj,Emaj,AAM,midi
810,0,Amin,Amin,AAM,midi
810,1,Amin,Amin,AAM,midi
810,2,Amin,Amin,AAM,midi
810,3,Amin,Cmaj,AAM,midi
810,4,Amin,Cmaj,AAM,midi
810,5,Amin,Amin,AAM,midi
810,6,Amin,Amin,AAM,midi
810,7,Amin,Amin,AAM,midi
810,8,Amin,Cmaj,AAM,midi
810,9,Amin,Amin,AAM,midi
810,10,Amin,Amin,AAM,midi
